@RELATION toneClassifier
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {1,2,3,4}

@DATA
0.045459,0.135138,3.180045,0.116796,0.172653,0.241683,0.010669,0.065231,-24.316910,3.002715,-0.288569,-0.150465,-0.196201,-0.408577,-0.373410,-0.202416,-0.134079,-0.189671,-0.335333,-0.091986,-0.097744,0.009868,0.063141,0.006675,0.043758,0.001407,0.031200,0.001596,0.054613,0.000603,0.005283,0.008287,0.002137,0.041688,0.055934,0.076064,0.186811,0.065800,0.035731,0.374450,0.006819,0.080362,2.120369,0.979338,0.578215,0.509809,0.343915,0.226082,0.318055,0.289564,0.198043,0.226760,0.282351,0.391887,0.320875,0.012031,0.039122,0.013253,0.051162,0.001425,0.033223,0.002121,0.044050,0.000896,0.004729,0.006817,0.003691,0.013390,2
0.022311,0.123405,3.085139,0.093811,0.166625,0.134542,0.013634,0.033409,-25.718249,2.982799,1.394727,0.269645,-0.161604,0.193259,-0.310607,0.162542,-0.072312,0.051982,0.030391,-0.070564,-0.024003,0.002814,0.015322,0.000781,0.023886,0.000459,0.015817,0.000979,0.059552,0.000215,0.009660,0.114129,0.000136,0.042398,0.025915,0.056023,0.160738,0.037610,0.040567,0.202102,0.009466,0.055336,1.912231,0.839443,0.622600,0.342324,0.385291,0.221066,0.324425,0.161914,0.209419,0.190975,0.200837,0.194176,0.228507,0.003729,0.010123,0.000796,0.019515,0.000333,0.016643,0.002548,0.030119,0.000448,0.012892,0.034899,0.000161,0.008781,2
0.032449,0.131529,3.185061,0.101814,0.164145,0.085712,0.012546,0.051814,-23.312446,1.643612,-0.630275,0.736157,-0.273771,-0.205255,-0.135644,-0.646616,-0.064699,-0.358710,-0.498334,-0.092716,-0.188675,0.013250,0.026625,0.004782,0.044478,0.003402,0.015061,0.001738,0.041758,0.005161,0.008410,0.010590,0.005664,0.026602,0.012296,0.068136,0.186107,0.026885,0.032449,0.053653,0.008940,0.024496,2.155601,1.333210,0.719273,0.438420,0.281843,0.268961,0.257209,0.247180,0.207329,0.223887,0.312118,0.382236,0.408425,0.010828,0.021310,0.008695,0.041058,0.004562,0.017499,0.002365,0.047967,0.007360,0.008974,0.015700,0.014342,0.014434,2
0.009174,0.120309,3.024769,0.086029,0.170256,0.029205,0.019028,0.013438,-25.565641,3.628212,1.060443,0.397098,-0.125498,0.245068,-0.259451,0.288127,-0.015020,-0.087939,0.198895,-0.109248,0.112813,0.002009,0.017817,0.001353,0.050596,0.000592,0.007983,0.000216,0.068382,0.000142,0.012582,0.099036,0.000084,0.043063,0.003615,0.048070,0.240843,0.030966,0.047551,0.018336,0.013379,0.003162,1.979045,0.519793,0.361828,0.342307,0.392007,0.156208,0.316911,0.244841,0.167274,0.266130,0.326544,0.186174,0.239152,0.003339,0.016985,0.001501,0.034172,0.000594,0.011670,0.000198,0.022092,0.000099,0.013901,0.026633,0.000070,0.006160,2
0.017668,0.083273,3.032810,0.085742,0.166057,0.037161,0.025621,0.025502,-24.373004,3.770328,-0.420076,-0.794001,0.175183,0.081606,0.140326,-0.066714,0.241242,-0.017821,0.022369,-0.106925,-0.007856,0.022346,0.019089,0.032214,0.023815,0.006683,0.016207,0.019787,0.045523,0.002542,0.013399,0.043645,0.000886,0.031794,0.005039,0.047372,0.243883,0.034391,0.043071,0.026903,0.022983,0.006286,1.911047,0.611505,0.481973,0.568004,0.489598,0.328418,0.334374,0.142082,0.186635,0.292430,0.173573,0.208104,0.207087,0.045689,0.026230,0.044048,0.019381,0.009870,0.014846,0.025237,0.041129,0.004681,0.012742,0.057520,0.001057,0.010734,2
0.017492,0.098697,3.048488,0.091445,0.168839,0.036920,0.021393,0.025435,-24.750634,3.485468,-0.613465,-0.817472,0.130909,0.083967,0.196511,-0.075852,0.068857,-0.142481,0.025640,-0.013825,0.009759,0.011804,0.051581,0.008863,0.037527,0.033732,0.016438,0.004558,0.032850,0.008028,0.019470,0.034169,0.002458,0.037643,0.005979,0.068120,0.298709,0.032420,0.053433,0.031849,0.012897,0.007973,2.214852,0.937839,0.721071,0.754875,0.483555,0.255210,0.303132,0.289604,0.309180,0.228768,0.143960,0.274681,0.285325,0.011738,0.063624,0.017601,0.074218,0.048031,0.022660,0.004562,0.030343,0.014368,0.035798,0.044051,0.004865,0.014948,2
0.035775,0.020977,2.773448,0.114211,0.177929,0.220597,0.021071,0.054841,-27.067205,2.177957,-0.595390,0.970657,0.340564,-0.116526,0.501464,0.134782,-0.317412,0.139102,-0.028186,-0.093754,-0.110351,0.004329,0.020662,0.003813,0.014695,0.006642,0.007670,0.007148,0.022482,0.004626,0.004967,0.105689,0.002431,0.032449,0.027134,0.012127,0.435967,0.030673,0.017409,0.351472,0.014951,0.049228,1.158208,0.814285,0.319102,0.203402,0.269218,0.209263,0.239442,0.183503,0.310422,0.135030,0.137742,0.096850,0.149523,0.005659,0.018944,0.004050,0.010786,0.007036,0.006162,0.006856,0.017478,0.004251,0.005261,0.056675,0.003884,0.014356,2
0.029134,0.020938,2.880563,0.083151,0.139067,0.173914,0.013362,0.039268,-27.000144,2.179742,0.330705,0.169249,0.008463,0.143713,-0.142654,0.212454,-0.224846,0.158281,-0.189588,0.122728,-0.111674,0.006337,0.035625,0.005305,0.029375,0.007280,0.009906,0.008357,0.017635,0.003991,0.011492,0.084569,0.002289,0.029064,0.013682,0.011561,0.258006,0.019407,0.025918,0.155849,0.006689,0.017550,1.980881,0.579885,0.523289,0.511207,0.348920,0.453904,0.269814,0.327881,0.229674,0.272307,0.236764,0.241752,0.147181,0.007868,0.008279,0.006001,0.011954,0.010858,0.007285,0.015190,0.007602,0.004308,0.010242,0.034120,0.003800,0.007448,2
0.025741,0.030981,2.722749,0.091533,0.163113,0.186131,0.016887,0.045786,-29.291879,3.563824,-0.335390,-0.353495,0.070291,0.176365,0.404719,0.068772,-0.187169,-0.092910,0.051613,0.047033,-0.084694,0.005202,0.035940,0.014089,0.129341,0.011938,0.010340,0.007458,0.022961,0.004482,0.011870,0.046135,0.001998,0.042970,0.023655,0.021797,0.086276,0.026560,0.023312,0.299595,0.007681,0.039505,0.776887,0.739967,0.277990,0.255442,0.339777,0.248490,0.127911,0.095079,0.116838,0.089015,0.085546,0.093537,0.127439,0.003438,0.013840,0.019049,0.007831,0.015939,0.009966,0.009776,0.011714,0.004175,0.009668,0.019447,0.002292,0.005884,2
0.017353,0.026202,2.614664,0.117840,0.201775,0.134771,0.012903,0.026831,-27.663693,3.008223,0.515045,0.561459,0.180072,0.120986,0.147883,0.051803,-0.160824,-0.008293,-0.141333,0.022387,-0.079256,0.001941,0.028968,0.004059,0.040691,0.003430,0.013413,0.001527,0.050759,0.000852,0.003246,0.096512,0.000330,0.036414,0.018004,0.014612,0.073502,0.019562,0.019822,0.186234,0.009106,0.027885,1.067290,0.673995,0.365195,0.158001,0.133255,0.150931,0.211098,0.141854,0.098705,0.142085,0.062484,0.142523,0.096394,0.001751,0.011920,0.006054,0.021779,0.006175,0.016021,0.002287,0.024479,0.001033,0.002355,0.033993,0.000346,0.006982,2
0.016063,0.017494,2.648458,0.112185,0.194086,0.121453,0.009091,0.028166,-28.061615,3.282597,0.277787,0.370103,0.282337,-0.014704,0.045613,0.098915,-0.054399,-0.131744,-0.092043,0.026936,-0.063069,0.004650,0.031146,0.005075,0.021560,0.003200,0.009356,0.004396,0.043206,0.001521,0.009437,0.106355,0.001039,0.035934,0.014553,0.010998,0.095328,0.026669,0.024067,0.180829,0.006422,0.022309,0.910845,0.611853,0.338672,0.206459,0.247775,0.104165,0.200449,0.098537,0.151481,0.152084,0.111043,0.099990,0.097192,0.004607,0.005618,0.006969,0.012098,0.005470,0.009331,0.006555,0.026015,0.002662,0.006873,0.035139,0.002316,0.006948,2
0.034151,0.071486,2.501684,0.090706,0.142488,0.185642,0.029432,0.053884,-26.550179,3.372623,1.225570,-0.301036,-0.222440,-0.448762,-0.180245,-0.001040,0.035883,0.204101,0.070180,0.097147,-0.149345,0.007337,0.023156,0.001317,0.013653,0.000506,0.019662,0.000376,0.046147,0.002219,0.034691,0.078202,0.000192,0.031321,0.037157,0.028786,0.058008,0.037004,0.015446,0.247630,0.006855,0.072187,0.574521,0.809800,0.355561,0.248818,0.112670,0.065088,0.120868,0.128102,0.121766,0.187235,0.097274,0.123350,0.117684,0.002254,0.005538,0.000488,0.007676,0.000393,0.020861,0.000604,0.031263,0.004808,0.006531,0.038896,0.000330,0.008580,2
0.048500,0.086908,3.091211,0.131452,0.183264,0.300362,0.010365,0.068301,-24.668170,2.639531,0.628630,0.019377,-0.086771,0.164909,0.205927,0.022293,0.136395,-0.034300,-0.068513,0.146963,-0.150981,0.007719,0.012501,0.003801,0.025785,0.002931,0.015223,0.004480,0.062452,0.001275,0.004699,0.072108,0.000586,0.033708,0.046251,0.040370,0.163653,0.052395,0.033568,0.340819,0.007319,0.072785,1.845693,1.085674,0.576762,0.449707,0.373571,0.362466,0.208148,0.220335,0.211354,0.229780,0.183279,0.271933,0.153716,0.011567,0.012410,0.005810,0.022717,0.006593,0.021785,0.006913,0.047866,0.002218,0.005579,0.065417,0.000787,0.012623,2
0.043041,0.057008,3.060726,0.109529,0.165797,0.227772,0.027464,0.062383,-25.711047,3.158429,-0.058499,-0.378994,0.159193,0.133206,0.219630,0.047393,0.080537,0.008516,-0.028077,-0.069348,-0.126966,0.005811,0.027695,0.018198,0.025687,0.005092,0.010609,0.008735,0.029778,0.003236,0.008896,0.071056,0.001372,0.033952,0.042002,0.036682,0.186894,0.056112,0.033457,0.313006,0.014903,0.067836,2.003124,1.310430,0.817144,0.481941,0.420141,0.290664,0.166799,0.132960,0.209261,0.194932,0.142742,0.217595,0.155575,0.009016,0.035532,0.030908,0.019041,0.010027,0.010205,0.015852,0.023970,0.003407,0.008569,0.052278,0.002601,0.009161,2
0.028344,0.040970,2.831463,0.092425,0.167958,0.190711,0.026543,0.048367,-28.094662,3.851230,0.029014,-0.431114,-0.058808,-0.022414,0.083330,-0.126333,-0.003803,-0.089403,-0.083683,-0.207428,-0.191326,0.010441,0.062591,0.011339,0.120608,0.004038,0.010709,0.008704,0.020162,0.002433,0.014417,0.030660,0.001601,0.047911,0.028723,0.028400,0.196908,0.039438,0.029149,0.344030,0.009682,0.054984,1.699366,0.984674,0.348039,0.272413,0.359172,0.246676,0.187180,0.287858,0.076568,0.268395,0.180428,0.181032,0.202723,0.014669,0.044502,0.012485,0.097331,0.004708,0.009878,0.012839,0.015376,0.003182,0.019075,0.015858,0.003555,0.023195,2
0.020223,0.048773,2.610072,0.114669,0.190824,0.119460,0.036083,0.026075,-28.122433,3.285490,-0.025466,0.105933,0.083688,-0.075888,-0.182390,-0.187685,-0.159892,-0.118087,-0.100182,-0.040020,-0.118468,0.017353,0.067230,0.003129,0.109995,0.002456,0.020918,0.002240,0.030953,0.001764,0.009954,0.018539,0.001351,0.045974,0.018058,0.037855,0.156269,0.030803,0.030870,0.151020,0.022222,0.018596,0.700497,0.927352,0.264223,0.302340,0.151591,0.115643,0.196795,0.209935,0.176172,0.109646,0.161169,0.201375,0.182377,0.020002,0.029270,0.002429,0.006232,0.002354,0.024469,0.002423,0.026777,0.002283,0.018269,0.022653,0.001380,0.008200,2
0.119745,0.043772,3.134672,0.186051,0.166607,0.458889,0.046047,0.155856,-27.424566,1.549246,-0.202673,0.180695,-0.282346,-0.131121,-0.419802,-0.224889,-0.171237,-0.376295,-0.261171,-0.225011,-0.004909,0.006961,0.013212,0.002186,0.050007,0.003619,0.026474,0.000915,0.050469,0.004967,0.012129,0.004723,0.001046,0.032010,0.104015,0.031445,0.255661,0.111541,0.040818,0.438874,0.029093,0.126089,2.868806,0.944671,0.517225,0.382251,0.215884,0.436855,0.231882,0.310929,0.293846,0.431444,0.398035,0.411726,0.404865,0.012521,0.019964,0.002728,0.065243,0.004790,0.032033,0.000919,0.046191,0.008799,0.020197,0.004522,0.001211,0.012958,2
0.131743,0.062923,3.177047,0.181429,0.157610,0.461519,0.025987,0.156180,-26.704864,1.709629,-0.705618,0.397600,-0.077343,-0.341925,-0.130167,-0.207090,-0.291676,-0.285965,-0.165530,-0.190562,-0.141940,0.012815,0.014802,0.002495,0.039898,0.007582,0.026498,0.000872,0.040056,0.004260,0.011144,0.002773,0.000639,0.029914,0.107502,0.038591,0.189440,0.107235,0.045338,0.446657,0.023284,0.131626,3.187400,1.121385,0.757785,0.631595,0.416483,0.329976,0.234281,0.202473,0.286449,0.308173,0.340907,0.344624,0.336430,0.017577,0.024382,0.004185,0.049739,0.011063,0.041679,0.000924,0.051858,0.006243,0.024918,0.002389,0.000727,0.012653,2
0.133253,0.094597,3.165084,0.175703,0.151568,0.441946,0.020451,0.167444,-26.278449,1.499769,-1.633624,-0.298367,0.305670,-0.163817,-0.073451,-0.106799,-0.021550,-0.227850,-0.267871,-0.259124,-0.232720,0.010206,0.011335,0.010069,0.025147,0.008985,0.020222,0.015510,0.015605,0.004286,0.004468,0.004634,0.031846,0.025169,0.103175,0.063595,0.175517,0.097373,0.039378,0.408535,0.018226,0.119252,2.952932,1.151480,1.153258,0.525508,0.624172,0.438695,0.249088,0.278070,0.305052,0.265526,0.285336,0.299907,0.429328,0.018605,0.018566,0.024806,0.038419,0.016750,0.032935,0.023721,0.026067,0.010840,0.009754,0.004729,0.043649,0.009585,2
0.118280,0.115413,3.199309,0.168925,0.152351,0.597979,0.014722,0.162424,-25.314727,1.476530,-1.004920,-0.163253,-0.312610,-0.531091,0.134182,-0.097552,-0.225140,-0.194903,-0.237865,-0.409383,0.025859,0.005733,0.011407,0.051406,0.035080,0.002866,0.009383,0.003257,0.015884,0.002238,0.011152,0.008901,0.007065,0.026492,0.077233,0.090205,0.210977,0.071628,0.028076,0.430066,0.012719,0.104845,2.423585,1.307370,0.467451,0.285302,0.420498,0.359630,0.426827,0.298076,0.207517,0.321140,0.449247,0.550726,0.372155,0.010188,0.019145,0.066262,0.037125,0.004169,0.011000,0.003716,0.026297,0.004421,0.020385,0.016213,0.020870,0.015504,2
0.149011,0.058950,3.235949,0.202499,0.166393,0.592144,0.025993,0.179788,-27.282298,1.967431,-0.251159,-0.001718,-0.125296,-0.368642,-0.174001,-0.193970,-0.300592,-0.304078,0.007615,-0.137953,-0.113893,0.001266,0.010944,0.005255,0.048302,0.005554,0.026374,0.001170,0.038932,0.013361,0.017382,0.003618,0.000547,0.032408,0.103970,0.033575,0.105077,0.097432,0.036018,0.442346,0.023555,0.124537,2.695195,0.978447,0.481939,0.272796,0.326245,0.361438,0.293656,0.181906,0.286134,0.312288,0.427050,0.499513,0.364673,0.001137,0.015414,0.012367,0.063193,0.009133,0.037062,0.001448,0.043579,0.022642,0.035877,0.002960,0.000587,0.012382,2
0.060114,0.040920,3.099879,0.118353,0.155504,0.303517,0.020245,0.087167,-25.194871,0.505327,-0.909924,0.790175,-0.252144,-0.298641,-0.408978,-0.411704,-0.215885,-0.096607,-0.280031,0.097573,-0.024262,0.021751,0.013700,0.006347,0.014572,0.003656,0.014391,0.007342,0.039887,0.003050,0.012411,0.006090,0.011274,0.021604,0.034337,0.036274,0.214544,0.047655,0.032094,0.359475,0.008354,0.062132,2.231414,1.131163,0.794645,0.774675,0.224917,0.264812,0.290132,0.295948,0.261540,0.333495,0.343361,0.345130,0.330578,0.027740,0.013091,0.010387,0.017019,0.004234,0.015200,0.013023,0.037569,0.003159,0.015155,0.006960,0.018108,0.008663,2
0.055420,0.067962,3.119815,0.122677,0.151258,0.403779,0.016176,0.075593,-24.705355,1.115812,0.170451,-0.611457,0.114606,-0.135959,-0.182987,-0.118648,-0.238684,-0.198213,-0.154697,-0.011657,-0.128149,0.017778,0.014492,0.012449,0.029272,0.009661,0.019206,0.003575,0.047565,0.008976,0.017224,0.004207,0.000733,0.028816,0.027376,0.038560,0.270738,0.036355,0.025880,0.314135,0.008820,0.044837,1.987291,1.234463,0.826116,0.800887,0.318592,0.452944,0.375424,0.408189,0.248564,0.279409,0.366127,0.418792,0.429064,0.021980,0.021163,0.019583,0.034864,0.009791,0.025607,0.003275,0.046563,0.019291,0.022415,0.004143,0.000760,0.011365,2
0.039721,0.046975,3.133416,0.114577,0.167047,0.293205,0.027793,0.052355,-26.095847,1.701900,-0.352001,0.229615,-0.266430,-0.219387,-0.274950,-0.200477,-0.406711,-0.265098,-0.169393,-0.123270,-0.042502,0.007582,0.018824,0.004821,0.050715,0.007410,0.040341,0.001183,0.041922,0.003968,0.009799,0.004421,0.000684,0.032964,0.021417,0.030230,0.281725,0.042660,0.039452,0.303759,0.027221,0.021698,2.159794,1.311854,0.840159,0.564506,0.527366,0.422256,0.315006,0.254145,0.261753,0.322981,0.407955,0.376451,0.361364,0.014686,0.021004,0.005436,0.054487,0.009039,0.044681,0.001011,0.047814,0.004005,0.015148,0.004615,0.000582,0.011393,2
0.043303,0.090849,3.076299,0.113260,0.166654,0.245788,0.021512,0.055325,-24.963889,1.622150,-1.119231,-0.332492,-0.110180,0.158258,-0.200969,-0.143697,-0.187850,-0.211026,-0.195909,-0.136542,0.024594,0.015031,0.010512,0.014955,0.028729,0.011247,0.021301,0.004905,0.037105,0.011491,0.014763,0.008899,0.005080,0.025180,0.021021,0.065364,0.342875,0.036065,0.024246,0.255672,0.011173,0.021479,2.519863,1.367140,0.839811,0.348849,0.652200,0.407709,0.252733,0.255289,0.230858,0.308465,0.395739,0.398193,0.423337,0.022267,0.009579,0.019676,0.028176,0.020727,0.026004,0.006901,0.041261,0.023885,0.016743,0.013950,0.008967,0.011468,2
0.053824,0.096809,3.037675,0.127138,0.163090,0.417519,0.016838,0.070326,-24.919631,1.214816,-0.651678,-0.169622,-0.180178,-0.426800,0.008967,-0.037161,-0.329837,-0.077153,-0.243958,-0.360211,-0.011149,0.005136,0.023476,0.017658,0.038776,0.004810,0.019026,0.005471,0.027291,0.002784,0.015546,0.007763,0.005606,0.023916,0.032535,0.062451,0.455283,0.039842,0.033401,0.348679,0.010366,0.035425,2.378597,1.839216,0.577176,0.416364,0.446710,0.407515,0.440615,0.312333,0.190041,0.330187,0.372037,0.380929,0.407716,0.005595,0.034508,0.024017,0.033543,0.007125,0.021085,0.007315,0.033492,0.003733,0.018615,0.007292,0.014765,0.014387,2
0.063454,0.059265,3.137589,0.136894,0.171378,0.531555,0.036566,0.091033,-25.749132,1.542786,0.560616,-0.267571,-0.404680,-0.000948,-0.378563,-0.116850,-0.162062,-0.291196,-0.101248,-0.261908,-0.075532,0.002661,0.033536,0.005077,0.051428,0.003369,0.027693,0.002361,0.030026,0.005556,0.018195,0.008621,0.000665,0.032118,0.035457,0.042980,0.221708,0.046366,0.029706,0.360972,0.031455,0.056039,2.203787,1.330325,0.476122,0.249111,0.305869,0.287336,0.232594,0.325931,0.228928,0.350731,0.292624,0.384083,0.368746,0.002630,0.051800,0.011107,0.055819,0.004007,0.038676,0.002922,0.046892,0.011641,0.029031,0.009509,0.000503,0.013367,2
0.051399,0.058104,3.171283,0.130069,0.164215,0.395505,0.010801,0.066882,-25.151387,0.876037,0.094520,0.338389,-1.387936,0.382813,-0.428666,-0.103234,-0.140700,-0.674896,-0.061090,-0.108913,0.061123,0.003892,0.006867,0.016327,0.073157,0.005310,0.024717,0.001585,0.034559,0.000410,0.010837,0.003325,0.002385,0.034152,0.030166,0.031175,0.196896,0.033822,0.022035,0.289700,0.009076,0.043511,1.230212,1.277996,0.433618,0.425201,0.479641,0.328679,0.309131,0.309179,0.203681,0.463591,0.376841,0.463216,0.255914,0.005308,0.003841,0.012161,0.084907,0.008893,0.028845,0.001844,0.041518,0.000340,0.018506,0.002513,0.003691,0.015528,2
0.026996,0.039446,3.116117,0.105591,0.178165,0.182477,0.027345,0.046080,-25.904199,3.191627,0.023748,0.229945,0.130279,0.134794,0.334421,0.044485,-0.009769,-0.140639,-0.202180,-0.023585,-0.029826,0.004837,0.029207,0.007590,0.034968,0.006162,0.010035,0.004381,0.030431,0.003953,0.006897,0.095415,0.003286,0.036551,0.021914,0.028868,0.092761,0.043370,0.036989,0.249775,0.020390,0.046480,1.437036,0.903373,0.380100,0.377120,0.439492,0.250806,0.211195,0.184964,0.174935,0.185538,0.172301,0.246665,0.223047,0.005005,0.031611,0.009402,0.026702,0.007037,0.008645,0.005625,0.023575,0.004431,0.006538,0.035545,0.004190,0.009474,2
0.057990,0.034737,2.993442,0.116689,0.149328,0.396218,0.014984,0.084878,-26.097021,2.535198,0.744479,-0.178633,-0.228497,0.018269,0.029205,0.144909,0.044958,0.099549,-0.013276,0.168840,0.036357,0.004719,0.011488,0.008655,0.033913,0.003969,0.025878,0.001853,0.052560,0.004156,0.008095,0.043694,0.001269,0.026163,0.049440,0.029863,0.270347,0.058229,0.028478,0.338360,0.012829,0.060957,2.584580,0.736441,0.482943,0.525348,0.263732,0.469097,0.262370,0.212967,0.170794,0.229599,0.223312,0.201085,0.206199,0.005189,0.010741,0.014171,0.025448,0.005244,0.029803,0.002518,0.033047,0.006199,0.007194,0.041102,0.001752,0.009323,2
0.023845,0.050595,3.115081,0.100122,0.172581,0.045377,0.022052,0.031686,-26.474246,2.607810,-0.616304,0.319417,-0.113838,-0.473910,-0.292840,-0.241755,-0.243383,-0.267904,-0.206624,-0.138317,-0.225674,0.008539,0.030880,0.005766,0.071828,0.002539,0.035732,0.007082,0.049659,0.003644,0.009122,0.005122,0.001546,0.044803,0.008673,0.033677,0.335228,0.029064,0.040306,0.026160,0.014554,0.011419,2.474468,0.903957,0.697858,0.487642,0.381977,0.370054,0.306621,0.252194,0.294640,0.279363,0.263945,0.283178,0.206668,0.013970,0.036361,0.016100,0.085804,0.004837,0.043103,0.010051,0.050866,0.010812,0.010914,0.005409,0.001611,0.015507,2
0.047625,0.076518,3.056965,0.107932,0.157480,0.056769,0.023356,0.062621,-24.488905,0.655408,-1.551166,1.370924,-0.204742,-0.793447,0.519711,-0.167093,-0.319364,-0.038441,-0.084713,-0.034296,-0.116555,0.001126,0.005061,0.003302,0.044263,0.011671,0.015094,0.008042,0.015774,0.007262,0.007653,0.004535,0.000666,0.018137,0.009641,0.053924,0.239980,0.026100,0.043217,0.025289,0.014374,0.003572,1.703405,0.683400,0.483802,0.211725,0.262632,0.334954,0.233668,0.286891,0.220012,0.276624,0.267718,0.211539,0.233498,0.000930,0.004727,0.003192,0.041610,0.016695,0.019424,0.009567,0.022290,0.009070,0.006442,0.003936,0.000707,0.008397,3
0.045984,0.063711,3.022366,0.092801,0.129004,0.111112,0.016143,0.066004,-24.139906,0.231925,-1.415822,1.373561,0.043844,-0.548890,0.054307,-0.381416,0.022365,-0.110866,-0.306753,0.003898,-0.408668,0.007584,0.011238,0.008435,0.023451,0.013878,0.018949,0.005840,0.007274,0.006721,0.006549,0.010232,0.003358,0.014268,0.008125,0.044520,0.158402,0.016713,0.027713,0.048447,0.006690,0.008030,1.861013,0.830106,0.325806,0.359764,0.256063,0.271530,0.264217,0.275545,0.198379,0.243583,0.255643,0.337108,0.383506,0.009607,0.012872,0.011709,0.024409,0.018986,0.030699,0.006229,0.005850,0.007573,0.007141,0.009956,0.004451,0.008398,3
0.041239,0.090798,3.083672,0.085188,0.126591,0.051316,0.011440,0.058285,-23.790085,1.158165,-1.838634,1.129016,0.206873,-0.790284,0.236324,-0.339245,0.051625,-0.058359,-0.222327,-0.228224,-0.171851,0.009655,0.044104,0.025257,0.012133,0.002960,0.011489,0.010421,0.007537,0.005506,0.003412,0.012732,0.007224,0.020840,0.008016,0.051649,0.105601,0.015724,0.033513,0.014124,0.006964,0.005567,1.601029,0.530408,0.310132,0.279115,0.259419,0.282176,0.192461,0.227085,0.185822,0.237084,0.193714,0.214077,0.234408,0.007181,0.041013,0.033490,0.013989,0.004262,0.010646,0.012157,0.012745,0.005580,0.002404,0.006789,0.009701,0.009111,3
0.025051,0.022655,2.736557,0.075328,0.125581,0.076813,0.016443,0.049657,-29.255156,1.933884,-1.309731,0.778471,0.854364,0.063190,0.558095,0.045843,-0.550094,-0.031091,-0.184382,0.087336,-0.011027,0.005018,0.013429,0.005300,0.277321,0.008896,0.011050,0.008587,0.024925,0.004897,0.004940,0.022938,0.005176,0.079382,0.004116,0.014553,0.127802,0.011630,0.018650,0.019955,0.003550,0.001003,0.821324,0.262239,0.240422,0.188142,0.143737,0.138774,0.147501,0.106826,0.076122,0.079653,0.074418,0.087620,0.065829,0.003857,0.007021,0.003448,0.009172,0.005379,0.005876,0.004946,0.007677,0.004118,0.003480,0.013175,0.005640,0.003030,3
